Wavelength,AAB_AS_750_5_5_H_S1_I1,AAB_AS_750_5_5_H_S1_I2,AAB_AS_750_5_5_H_S1_I3,AAB_AS_750_5_5_H_S1_I4,AAB_AS_750_5_5_H_S1_I5
563.85072760987,-175.1139178884106,-63.04888819955356,-2.0774762112721135,-81.92060370492878,-18.43028048040828
568.617580401575,42.91971050894839,196.4829716333387,78.27934158854147,-7.6522310706403545,-45.689033804259374
573.377171729233,176.3826988146077,115.08461293744048,147.79328462084942,52.89067859316151,-7.353354992039585
578.129513653872,155.64166144422762,-9.462568071929844,192.80446831909404,25.412306360256196,49.401469140133315
582.874618218435,138.52470367260443,118.09986302513812,223.60375267150857,-2.792765412004144,93.34245611876466
587.612497447944,40.70465664294264,97.90542820831865,201.41492082985954,19.92028577067893,112.3113405905097
592.343163349648,-9.478358127964542,56.80308037103606,162.37306713764227,73.61581261156414,99.7249780926037
597.066627913186,32.20922337762299,124.30226845943353,186.75298708509882,116.27240406269178,64.00241658505382
601.782903110734,12.885760904572374,27.627089970688573,232.9958819025553,89.68769930929903,26.506207672782843
606.492000897177,-9.967692282296985,-58.920426781903465,223.01751074745422,7.723327872404127,9.135368708873145
611.193933210239,5.804307539577948,6.1190508370918835,209.1203867411171,-20.504189904878004,18.100949656501534
615.88871197066,2.855718290995643,57.23940910667817,248.26507821801275,24.950009917286778,28.3564799217517
620.576349082325,-6.8229524814899065,30.381252503186435,245.1425751147395,34.529735317915396,8.990159976445945
625.256856432443,-7.402664479006063,-57.79555773656836,141.54184634976644,-7.024402175719743,-25.14755134204092
629.930245891674,14.805723696661396,-42.69994087765231,70.21372438707981,6.907938644046098,-29.682764718915205
634.596529314302,43.92410491291899,57.96147760070947,106.8289926644947,78.46712231190044,-2.168115548900019
