Wavelength,AAB_AS_S2_I1,AAB_AS_S2_I2,AAB_AS_S2_I4,AAB_AS_S1_I17
725.4116381,111.7734174,47.9741505,5.986369333,21.76788214
726.4773501,114.4653983,44.87612443,7.776051605,18.47139987
727.5428708,117.0447679,40.44483993,7.327539418,16.40398948
728.6082004,119.6536792,39.69350678,6.13003668,14.41148436
729.6733389,122.4630579,44.82453801,20.56022885,16.60323179
730.7382863,125.6580558,54.11335258,41.53123776,17.82507582
731.8030427,129.413497,63.61572226,43.94089208,16.10042608
732.8676081,133.8666671,69.91860148,51.57979624,16.99513641
733.9319826,139.0904461,72.07763427,60.5153373,17.28671232
734.9961663,145.0660113,71.51487221,52.95445604,10.64559536
736.060159,151.6585202,69.99268243,63.95356907,7.460176193
737.123961,158.6064052,67.84669519,69.72084656,11.65437928
738.1875723,165.5340079,64.42868141,67.88502132,9.869763687
739.2509928,171.98867,59.67172263,73.25806905,3.597655658
740.3142227,177.4971427,54.45690067,74.8036366,-1.350189674
741.377262,181.633459,49.79273671,81.02701742,-8.058990328
742.4401107,184.0855883,46.31834996,68.93582709,-9.66195487
743.5027689,184.7043589,44.28255371,51.44888255,-0.774754942
744.5652366,183.5227832,43.23812798,44.01569249,7.620439093
745.6275139,180.7450095,41.72248834,35.85917621,9.077479858
746.6896009,176.7124152,37.8197406,33.21,10.70856027
747.7514974,171.855493,30.44531725,18.74278841,14.4661513
748.8132038,166.6380701,20.30154878,18.21587515,16.63538108
749.8747198,161.4994561,10.06438682,14.14468408,16.38095444
750.9360457,156.7996968,3.704528042,-2.1,12.49136498
751.9971814,152.7728624,4.649992849,7.094495896,7.379152927
753.058127,149.4952107,13.53012543,0.537246906,7.724321769
754.1188825,146.8764468,27.58495932,-5.38,14.11185117
755.179448,144.6777409,42.59407013,4.760842842,19.73263982
756.2398236,142.5515349,55.63399716,-2.1,21.8663064
757.3000092,140.0931564,66.21274797,-2.54,26.27093982
758.3600049,136.8956778,75.09,11.48100387,33.91019915
759.4198108,132.6022762,82.33597576,15.33100443,35.54740071
760.479427,126.9508094,86.57511168,20.85554863,32.88866589
761.5388533,119.805928,86.30661593,25.63372831,39.66613748
762.59809,111.1760977,81.87987335,11.21809064,50.4302469
763.657137,101.2146025,75.92560829,12.15822838,50.02782946
764.7159944,90.20641532,71.60120587,16.84999548,43.46773703
765.7746623,78.54595549,70.503383,4.15,39.09462308
766.8331406,66.71051603,72.14749907,8.788555339,36.38505253
