Wavelength,HS_V2S1_AAB_C4_S2_I2
1382.537283,198.9726088
1383.487067,239.2627242
1384.436687,281.7010081
1385.386143,320.594258
1386.335435,350.6847556
1387.284562,367.3959721
1388.233526,370.52396
1389.182325,366.1221063
1390.130961,360.6430401
1391.079432,353.8994874
1392.02774,338.7917098
1392.975883,308.9205894
1393.923863,268.0066671
1394.871679,228.2036886
1395.819332,195.6773253
1396.76682,164.2967744
1397.714145,128.69754
1398.661306,94.69682184
1399.608304,70.12874241
1400.555137,54.21547416
1401.501808,41.54723769
1402.448315,29.74949078
1403.394658,19.95864161
1404.340838,12.93726626
1405.286855,6.999740566
1406.232708,0.990617656
1407.178397,-2.878738465
1408.123924,-3.385648971
1409.069287,-3.674427125
1410.014487,-4.675781298
1410.959524,-1.736331494
1411.904398,7.241579653
1412.849108,18.56866337
1413.793656,29.4461879
1414.73804,39.87950364
1415.682262,48.28054384
1416.62632,50.61537341
1417.570216,45.25538875
1418.513949,38.1384216
1419.457519,39.13774236
1420.400926,49.99598346
1421.34417,61.74169095
1422.287251,68.68192783
1423.23017,77.67544443
1424.172926,98.25172499
1425.11552,130.9045314
1426.057951,169.7768601
1427.000219,210.0073726
1427.942325,249.6480376
1428.884268,289.8328706
1429.826049,333.280523
1430.767667,378.5838783
1431.709123,417.8873251
1432.650417,443.7344272
1433.591549,457.1972651
1434.532518,467.9119516
1435.473325,484.3831781
1436.413969,501.8691409
1437.354452,504.1848263
1438.294772,482.2547698
1439.234931,444.9507894
1440.174927,407.4994032
1441.114761,375.6841589
1442.054434,343.7853441
1442.993944,303.6314281
1443.933292,255.1782595
1444.872479,207.7179158
1445.811504,170.1050487
1446.750367,145.0551938
1447.689068,132.5851793
1448.627607,129.3250502
1449.565985,126.0282076
1450.504201,116.6064747
1451.442256,105.8311245
1452.380149,99.38572296
1453.31788,93.78893901
1454.25545,84.24312358
1455.192859,74.72828319
1456.130106,73.60691502
1457.067191,83.21617754
1458.004115,95.95793359
1458.940878,99.68937206
1459.87748,89.68740776
1460.81392,75.52099997
1461.7502,70.61183144
1462.686317,74.1452563
1463.622274,71.07294714
1464.55807,53.45050203
1465.493705,32.95943202
1466.429178,25.75760964
1467.364491,32.60759676
1468.299643,42.95068506
1469.234633,52.59666716
1470.169463,65.31311592
1471.104132,79.38665683
1472.03864,86.40959094
1472.972988,85.18390567
1473.907174,84.36760659
1474.8412,88.7129706
1475.775066,94.41352809
1476.70877,100.4882634
1477.642314,112.4368768
1478.575698,130.7479441
1479.508921,146.0770414
1480.441983,150.4173839
1481.374885,146.0969864
1482.307627,141.024152
1483.240208,139.8802431
1484.172629,140.548896
1485.104889,136.7020833
1486.036989,126.6731199
1486.968929,119.6843174
1487.900709,125.9013518
1488.832329,140.7983466
1489.763788,149.2925754
1490.695087,145.1540521
1491.626227,135.8565038
1492.557206,127.5070286
1493.488025,116.5045809
1494.418685,100.4912409
1495.349184,86.11570087
1496.279523,78.81620717
1497.209703,75.28421071
1498.139723,71.66204572
1499.069583,69.78517101
1499.999283,71.2342317
1500.928824,71.17073506
1501.858205,62.60254789
1502.787426,46.75559327
1503.716488,34.4901748
1504.64539,34.2964471
1505.574133,43.20842265
1506.502716,53.36420985
1507.43114,62.56859647
1508.359404,72.59566292
1509.287509,81.72912331
1510.215454,85.92014058
1511.14324,85.37160988
1512.070867,85.96686556
1512.998335,92.79121172
1513.925643,102.3784791
1514.852793,105.8197358
1515.779783,101.7685045
1516.706614,98.55970405
1517.633286,99.87291663
1518.559799,99.50563212
1519.486153,93.69421375
1520.412348,85.36263342
1521.338384,75.84866199
1522.264261,64.72305135
1523.18998,54.81270209
1524.115539,49.16321129
1525.04094,47.37233435
1525.966182,47.72655086
1526.891265,48.00879862
1527.81619,44.4651687
1528.740956,35.49198326
1529.665563,24.51297248
1530.590012,14.58779084
1531.514302,4.954150748
1532.438434,-3.873906488
