#Wave,#Intensity2
1529.906598,25297
1530.831047,25598
1531.755337,25582
1532.679469,25712
1533.603442,25266
1534.527257,25453
1535.450914,25517
1536.374412,25565
1537.297752,25860
1538.220933,25580
1539.143957,25551
1540.066822,25364
1540.989528,25464
1541.912077,25499
1542.834468,25669
1543.7567,25500
1544.678775,25381
1545.600691,25479
1546.52245,25361
1547.44405,25129
1548.365493,25444
1549.286778,25389
1550.207905,25435
1551.128874,25519
1552.049685,25089
1552.970339,25351
1553.890835,25578
1554.811173,25692
1555.731354,25446
1556.651377,25277
1557.571243,25361
1558.490951,25147
1559.410502,25405
1560.329895,25454
1561.249131,25425
1562.168209,25282
1563.08713,25301
1564.005894,25104
1564.9245,24996
1565.842949,25021.61972
1566.761241,25047.23506
1567.679376,25072.84601
1568.597354,25098.45258
1569.515175,25124.05476
1570.432838,25149.65257
1571.350345,25175.24599
1572.267694,25200.83504
1573.184887,25226.41971
1574.101923,25252
1575.018802,25235
1575.935524,24874
1576.852089,25371
1577.768497,24976
1578.684749,25353
1579.600844,25404
1580.516782,25435
1581.432563,25208
1582.348188,24929
1583.263657,25147
1584.178969,25232
1585.094124,25394
1586.009123,24962
1586.923965,24757
1587.838651,24750
1588.753181,24514
1589.667554,24696
1590.581772,24810
1591.495832,24788
1592.409737,24841
1593.323485,24889
1594.237078,24993
1595.150514,25119
1596.063794,25080
1596.976918,25200
1597.889886,25230
1598.802698,25390
1599.715354,25616
1600.627854,25778
1601.540198,25884
1602.452386,25985
1603.364419,25698
1604.276296,25378
1605.188017,24943
1606.099582,24938
1607.010992,24913
1607.922246,24728
1608.833344,24594
1609.744287,24209
1610.655074,24312
1611.565706,24031
1612.476183,24186
1613.386504,24202
1614.296669,24277
1615.206679,24073
1616.116534,23930
1617.026234,23990
1617.935778,24059
1618.845167,24303
1619.754401,24317
1620.66348,24106
1621.572403,24020
1622.481172,23766
1623.389785,24074
1624.298243,23811
1625.206547,24099
1626.114695,23906
1627.022689,23866
1627.930528,23562
1628.838211,23684
1629.74574,23703
1630.653115,23929
1631.560334,23866
1632.467399,23817
1633.374309,23738
1634.281064,23571
1635.187665,23673
1636.094111,23925
1637.000403,24019
1637.90654,23918
1638.812523,23951
1639.718351,23734
1640.624025,23736
1641.529545,23787
1642.43491,23831
1643.340121,23843
1644.245177,23788
1645.15008,23816
1646.054828,23733
1646.959422,23787
1647.863862,23804
1648.768148,23695
1649.672279,23968
1650.576257,23813
1651.480081,23735
1652.38375,23673
1653.287266,23718
1654.190628,23616
1655.093836,24147
1655.99689,23792
1656.899791,23664
1657.802537,23432
1658.70513,23432
1659.607569,23563
1660.509855,23831
1661.411987,23795
1662.313965,23685
1663.21579,23656
1664.117461,23651
1665.018979,23569
1665.920343,23584
1666.821554,23650
1667.722612,23914
1668.623516,23467
1669.524267,23345
1670.424864,23510
1671.325308,23461
1672.2256,23651
1673.125737,23577
1674.025722,23328
1674.925554,23305
1675.825232,23458
1676.724758,23639
1677.62413,23361
1678.52335,23640
1679.422416,23443
1680.32133,23263
1681.22009,23259
1682.118698,23094
1683.017153,23193
1683.915456,23430
1684.813605,23604
1685.711602,23237
1686.609446,23185
1687.507137,23173
1688.404676,23097
1689.302063,23397
1690.199296,23469
1691.096378,23221
1691.993306,23157
1692.890083,23062
1693.786706,23071
1694.683178,23178
1695.579497,23228
1696.475664,22944
1697.371678,23085
1698.267541,23007
1699.163251,23181
1700.058809,23090
1700.954214,23277
1701.849468,23293
1702.74457,23211
1703.639519,23200
1704.534317,23257
1705.428962,23077
1706.323456,23182
1707.217797,23488
1708.111987,23340
1709.006025,23345
1709.899911,23257
1710.793645,23420
1711.687228,23291
1712.580659,23554
1713.473938,23844
1714.367066,23852
1715.260042,23867
1716.152866,23635
1717.045539,23870
1717.93806,24230
1718.83043,24199
1719.722648,24321
1720.614715,24336
1721.506631,24472
1722.398395,24354
1723.290008,24694
1724.181469,24781
1725.07278,24904
1725.963939,25170
1726.854947,25053
1727.745804,25028
1728.636509,24919
1729.527064,25139
1730.417468,25321
1731.30772,25480
1732.197822,25398
1733.087772,25104
1733.977572,25274
1734.867221,25046
1735.756719,25333
1736.646066,25230
1737.535262,25195
1738.424308,24961
1739.313203,24604
1740.201947,24673
1741.09054,24448
1741.978983,24652
1742.867275,24285
1743.755417,24212
1744.643408,24144
1745.531249,23999
1746.418939,23627
1747.306479,23694
1748.193869,23788
1749.081108,23754
1749.968197,23607
1750.855135,23372
1751.741923,23353
1752.628561,23204
1753.515049,23168
1754.401387,23338
1755.287574,23005
1756.173611,22925
1757.059499,22906
1757.945236,22729
1758.830823,22797
1759.716261,22864
1760.601548,22772
1761.486686,22749
1762.371673,22618
1763.256511,22620
1764.141199,22378
1765.025737,22551
1765.910126,22247
1766.794364,22319
1767.678454,22317
1768.562393,22099
1769.446183,22129
1770.329823,22164
1771.213314,22164
1772.096655,21965
1772.979847,22090
1773.862889,21809
1774.745782,21792
1775.628526,21737
1776.51112,21835
1777.393565,21808
1778.27586,22028
1779.158006,21719
1780.040004,21610
1780.921851,21542
1781.80355,21490
1782.6851,21811
1783.5665,21726
1784.447752,21644
1785.328854,21552
1786.209808,21433
1787.090612,21367
1787.971268,21381
1788.851775,21754
1789.732133,21581
1790.612342,21360
1791.492402,21480
1792.372313,21360
1793.252076,21143
1794.13169,21320
1795.011155,21409
1795.890472,21336
1796.76964,21249
1797.64866,21242
1798.527531,21079
1799.406253,20972
1800.284827,21277
1801.163253,21339
1802.04153,21231
1802.919659,21144
1803.797639,21146
1804.675472,20910
1805.553156,20875.26812
1806.430691,20840.54211
1807.308079,20805.82196
1808.185318,20771.10768
1809.062409,20736.39926
1809.939352,20701.6967
1810.816147,20667
1811.692794,20923
1812.569292,20908
1813.445643,20910
1814.321846,20785
1815.197901,20821
1816.073808,20945
1816.949567,20655
1817.825179,20877
1818.700642,20938
1819.575958,20725
1820.451126,20721
1821.326146,20602
1822.201019,20587
1823.075744,20603
1823.950321,20912
1824.824751,20837
1825.699034,20779
1826.573168,20634
1827.447156,20400
1828.320996,20482
1829.194688,20378
1830.068233,20751
1830.941631,20678
1831.814881,20503
1832.687984,20509
1833.56094,20585
1834.433749,20365
1835.30641,20300
1836.178925,20418
1837.051292,20695
1837.923512,20453
1838.795585,20367
1839.667511,20394
1840.53929,20327
1841.410922,20507
1842.282407,20461
1843.153745,20479
1844.024937,20638
1844.895981,20299
1845.766879,20355
1846.63763,20259
1847.508234,20460
1848.378691,20247
1849.249002,20290
1850.119166,20436
